Coordinates,Label
"2.61513352394104,5.559426307678223",Unlabelled
"0.7783927321434021,7.993300914764404",Unlabelled
"6.740803241729736,7.083320617675781",Unlabelled
"5.3462605476379395,9.41257381439209",Unlabelled
"8.364577293395996,5.800950527191162",Unlabelled
"5.543253421783447,9.35546875",Unlabelled
"3.695007085800171,11.88063907623291",Unlabelled
"1.8955916166305542,11.83117961883545",Unlabelled
"5.689338684082031,7.422435760498047",Unlabelled
"5.079894065856934,6.062137126922607",Unlabelled
"10.148920059204102,6.108241081237793",Unlabelled
"6.161371231079102,7.391543865203857",Unlabelled
"6.083221912384033,4.912939071655273",Unlabelled
"3.951312303543091,5.1897969245910645",Unlabelled
"4.00128698348999,7.05604362487793",Unlabelled
"5.938520431518555,13.24590015411377",Unlabelled
"2.691843271255493,7.944738864898682",Unlabelled
"-0.6942514777183533,4.804225921630859",Unlabelled
"10.05510425567627,6.245924949645996",Unlabelled
"-2.861945152282715,6.420655727386475",Unlabelled
"8.44222354888916,7.515398979187012",Unlabelled
"5.058962821960449,7.787666320800781",Unlabelled
"0.8683352470397949,7.929594993591309",Unlabelled
"6.596693515777588,12.654693603515625",Unlabelled
"4.128753662109375,7.605863094329834",Unlabelled
"8.03664779663086,12.705294609069824",Unlabelled
"1.6682684421539307,6.715127944946289",Unlabelled
"2.599982500076294,13.446388244628906",Unlabelled
"10.01752758026123,6.128427028656006",Unlabelled
"3.216479778289795,8.617961883544922",Unlabelled
"2.7986037731170654,8.395536422729492",Unlabelled
"6.751962184906006,6.926545143127441",Unlabelled
"7.067310333251953,6.883837699890137",Unlabelled
"8.090399742126465,8.171567916870117",Unlabelled
"3.570376396179199,6.21021842956543",Unlabelled
"-2.1389029026031494,9.60645866394043",Unlabelled
"4.9218058586120605,11.83265209197998",Unlabelled
"8.085497856140137,7.982151985168457",Unlabelled
"0.22561588883399963,9.474191665649414",Unlabelled
"5.657416820526123,8.734647750854492",Unlabelled
"5.688384532928467,11.0895414352417",Unlabelled
"6.758747577667236,6.718883514404297",Unlabelled
"3.95413875579834,11.896086692810059",Unlabelled
"8.289268493652344,8.115832328796387",Unlabelled
"5.673230171203613,10.69556713104248",Unlabelled
"6.00330114364624,4.7336297035217285",Unlabelled
"2.5693094730377197,8.194328308105469",Unlabelled
"8.054533004760742,8.01213550567627",Unlabelled
"3.173475980758667,13.488286018371582",Unlabelled
"5.9917144775390625,9.804852485656738",Unlabelled
"3.4654958248138428,13.714459419250488",Unlabelled
"3.351276397705078,13.799749374389648",Unlabelled
"-0.29576075077056885,5.117535591125488",Unlabelled
"-1.5063543319702148,4.680343151092529",Unlabelled
"-1.8381794691085815,6.420955181121826",Unlabelled
"2.532313823699951,12.324372291564941",Unlabelled
"3.9456746578216553,11.851142883300781",Unlabelled
"2.5779011249542236,13.362250328063965",Unlabelled
"5.179548263549805,7.170272350311279",Unlabelled
"3.4751925468444824,7.810201644897461",Unlabelled
"1.4723607301712036,7.187556743621826",Unlabelled
"4.072839260101318,9.829198837280273",Unlabelled
"-2.0440526008605957,5.484982013702393",Unlabelled
"2.1949901580810547,12.803399085998535",Unlabelled
"0.5266596078872681,9.622406005859375",Unlabelled
"6.150224208831787,7.189563274383545",Unlabelled
"-2.300978183746338,6.95922327041626",Unlabelled
"2.850813388824463,13.173925399780273",Unlabelled
"6.575584888458252,6.213778495788574",Unlabelled
"7.924868106842041,13.08504581451416",Unlabelled
"6.292026996612549,7.007980823516846",Unlabelled
"-2.644787549972534,8.206618309020996",Unlabelled
"4.738378524780273,9.797677993774414",Unlabelled
"-1.9991618394851685,5.49385404586792",Unlabelled
"8.091730117797852,7.86326265335083",Unlabelled
"8.30710506439209,11.944714546203613",Unlabelled
"5.6735968589782715,6.9582743644714355",Unlabelled
"4.281352996826172,7.715028762817383",Unlabelled
"8.060308456420898,8.392293930053711",Unlabelled
"0.6549542546272278,6.177645206451416",Unlabelled
"6.400946617126465,7.528025150299072",Unlabelled
"7.7523627281188965,8.112933158874512",Unlabelled
"4.719310283660889,9.649755477905273",Unlabelled
"5.9750776290893555,7.369682788848877",Unlabelled
"6.0854363441467285,7.257319927215576",Unlabelled
"7.541179180145264,12.943394660949707",Unlabelled
"6.437416076660156,7.603688716888428",Unlabelled
"5.932864189147949,7.240414619445801",Unlabelled
"1.0396045446395874,6.634510517120361",Unlabelled
"1.8114521503448486,11.730870246887207",Unlabelled
"8.058149337768555,12.839686393737793",Unlabelled
"3.9974827766418457,7.010581970214844",Unlabelled
"0.91815584897995,10.718832015991211",Unlabelled
"6.412478446960449,6.848413467407227",Unlabelled
"6.194624900817871,9.418474197387695",Unlabelled
"6.691380977630615,12.769739151000977",Unlabelled
"4.264881610870361,5.716570854187012",Unlabelled
"7.996010780334473,7.7108588218688965",Unlabelled
"5.309298992156982,10.883803367614746",Unlabelled
"5.893856048583984,4.85062837600708",Unlabelled
"7.398271083831787,13.408182144165039",Unlabelled
"7.230917453765869,12.556571006774902",Unlabelled
"5.968364238739014,11.704353332519531",Unlabelled
"5.952782154083252,13.015433311462402",Unlabelled
"2.1144731044769287,13.753301620483398",Unlabelled
"1.7033518552780151,13.565289497375488",Unlabelled
"-0.011028534732758999,8.565529823303223",Unlabelled
"6.2852277755737305,6.709201335906982",Unlabelled
"6.262543201446533,6.996546745300293",Unlabelled
"5.9421772956848145,6.34954309463501",Unlabelled
"1.747789740562439,7.2904372215271",Unlabelled
"-2.759770631790161,7.640224933624268",Unlabelled
"-1.4131861925125122,11.307796478271484",Unlabelled
"4.750014305114746,9.778404235839844",Unlabelled
"4.9705305099487305,7.444201946258545",Unlabelled
"7.985419273376465,12.208215713500977",Unlabelled
"8.752211570739746,11.823016166687012",Unlabelled
"8.680303573608398,11.42000675201416",Unlabelled
"8.348638534545898,6.423386573791504",Unlabelled
"1.656680703163147,6.991176605224609",Unlabelled
"5.076388835906982,6.212316036224365",Unlabelled
"6.713578701019287,7.250889778137207",Unlabelled
"5.268338203430176,8.232778549194336",Unlabelled
"6.113387107849121,5.5322794914245605",Unlabelled
"3.625166177749634,6.159301280975342",Unlabelled
"7.251858711242676,7.679362773895264",Unlabelled
"5.342398643493652,8.00516128540039",Unlabelled
"8.89043140411377,11.881491661071777",Unlabelled
"6.590994358062744,4.983946323394775",Unlabelled
"4.006756782531738,7.103569507598877",Unlabelled
"5.728222370147705,8.965376853942871",Unlabelled
"5.345645904541016,6.3706278800964355",Unlabelled
"8.090937614440918,13.012335777282715",Unlabelled
"7.375401020050049,13.159004211425781",Unlabelled
"7.1589741706848145,8.368115425109863",Unlabelled
"8.824349403381348,12.011428833007812",Unlabelled
"4.357334136962891,9.482126235961914",Unlabelled
"6.019144535064697,9.80850887298584",Unlabelled
"2.2928097248077393,8.187335968017578",Unlabelled
"-1.6609045267105103,11.17013931274414",Unlabelled
"7.989510536193848,7.921288013458252",Unlabelled
"4.600491523742676,9.69106388092041",Unlabelled
"4.631072998046875,8.76294994354248",Unlabelled
"6.277176380157471,5.47637414932251",Unlabelled
"7.147529125213623,12.123642921447754",Unlabelled
"3.9449846744537354,13.875956535339355",Unlabelled
"3.623809576034546,13.857836723327637",Unlabelled
"3.9508066177368164,11.718360900878906",Unlabelled
"2.5422370433807373,13.556535720825195",Unlabelled
"5.663603782653809,6.560586452484131",Unlabelled
"4.430672645568848,8.090723037719727",Unlabelled
"8.311224937438965,6.184255599975586",Unlabelled
"4.025137901306152,5.696962833404541",Unlabelled
"6.255092144012451,4.780025005340576",Unlabelled
"8.03455638885498,12.432754516601562",Unlabelled
"-2.6369030475616455,7.573352813720703",Unlabelled
"6.941709995269775,8.220966339111328",Unlabelled
"6.984800815582275,10.285390853881836",Unlabelled
"4.797244548797607,7.77012300491333",Unlabelled
"1.7730097770690918,13.450392723083496",Unlabelled
"5.990044593811035,4.602835178375244",Unlabelled
"-0.4991309642791748,8.132979393005371",Unlabelled
"4.986448764801025,8.524961471557617",Unlabelled
"8.777985572814941,7.690042495727539",Unlabelled
"4.646857261657715,7.830072402954102",Unlabelled
"6.144898414611816,4.963824272155762",Unlabelled
"1.3811540603637695,11.5885648727417",Unlabelled
"3.4889450073242188,6.3088765144348145",Unlabelled
"7.899535655975342,13.199098587036133",Unlabelled
"7.6557135581970215,8.675833702087402",Unlabelled
"6.247336387634277,9.780048370361328",Unlabelled
"5.005712032318115,6.408031940460205",Unlabelled
"3.7158076763153076,12.658246040344238",Unlabelled
"1.770355463027954,13.684854507446289",Unlabelled
"9.0817289352417,12.336833000183105",Unlabelled
"-1.9525425434112549,5.522046089172363",Unlabelled
"7.781404972076416,13.040128707885742",Unlabelled
"7.731202602386475,13.06015396118164",Unlabelled
"7.872183799743652,12.621683120727539",Unlabelled
"6.516164779663086,11.189424514770508",Unlabelled
"7.909724235534668,8.515829086303711",Unlabelled
"5.660003185272217,6.558623313903809",Unlabelled
"6.884217739105225,13.513984680175781",Unlabelled
"4.814262390136719,9.338106155395508",Unlabelled
"5.6018967628479,8.226004600524902",Unlabelled
"1.5076560974121094,7.354432106018066",Unlabelled
"7.389705181121826,10.419371604919434",Unlabelled
"4.031160354614258,7.007483959197998",Unlabelled
"5.281991958618164,11.491929054260254",Unlabelled
"2.4805073738098145,12.31422233581543",Unlabelled
"8.944600105285645,8.516610145568848",Unlabelled
"8.227568626403809,12.968460083007812",Unlabelled
"6.413365840911865,8.01198959350586",Unlabelled
"5.285677433013916,9.52406120300293",Unlabelled
"0.8709481954574585,8.228015899658203",Unlabelled
"-3.1842195987701416,5.354421138763428",Unlabelled
"-2.2352490425109863,11.903255462646484",Unlabelled
"5.549671173095703,10.555853843688965",Unlabelled
"4.529675006866455,8.787449836730957",Unlabelled
"4.572153091430664,13.02125358581543",Unlabelled
"6.545960426330566,8.221272468566895",Unlabelled
"5.687243938446045,9.103340148925781",Unlabelled
"8.1026029586792,7.816519260406494",Unlabelled
"4.365097999572754,6.855125427246094",Unlabelled
"7.841314792633057,7.870479106903076",Unlabelled
"9.913958549499512,6.271721839904785",Unlabelled
"7.7966628074646,5.619265556335449",Unlabelled
"-0.8202033638954163,8.15960693359375",Unlabelled
"4.588571548461914,8.902956008911133",Unlabelled
"5.9529314041137695,10.512276649475098",Unlabelled
"0.18727928400039673,9.193145751953125",Unlabelled
"10.163447380065918,6.088364601135254",Unlabelled
"4.449835300445557,6.555754661560059",Unlabelled
"6.420716762542725,13.189275741577148",Unlabelled
"3.3284192085266113,7.944908142089844",Unlabelled
"7.9615020751953125,10.21496295928955",Unlabelled
"6.688000679016113,7.020084857940674",Unlabelled
"3.943235158920288,13.903879165649414",Unlabelled
"4.5649285316467285,8.8074312210083",Unlabelled
"2.9678845405578613,13.647826194763184",Unlabelled
"1.0661892890930176,8.917489051818848",Unlabelled
"6.709298133850098,8.658120155334473",Unlabelled
"6.9315667152404785,12.581961631774902",Unlabelled
"6.189253330230713,13.435633659362793",Unlabelled
"6.1486921310424805,5.026889324188232",Unlabelled
"4.177971363067627,10.13876724243164",Unlabelled
"6.386478900909424,6.779059886932373",Unlabelled
"7.096420764923096,8.2371187210083",Unlabelled
"7.002593517303467,6.579663276672363",Unlabelled
"7.564011573791504,13.019969940185547",Unlabelled
"6.764395236968994,6.835686683654785",Unlabelled
"4.891097068786621,7.968662738800049",Unlabelled
"1.6205344200134277,8.214875221252441",Unlabelled
"2.3882837295532227,9.81839370727539",Unlabelled
"6.262684345245361,8.994391441345215",Unlabelled
"8.928064346313477,12.339532852172852",Unlabelled
"3.8273677825927734,7.124834060668945",Unlabelled
"6.476804733276367,6.777770519256592",Unlabelled
"-2.2308342456817627,9.566720962524414",Unlabelled
"9.696346282958984,6.376507759094238",Unlabelled
"6.359631061553955,7.542457580566406",Unlabelled
"1.7079756259918213,10.355079650878906",Unlabelled
"8.543566703796387,7.236806392669678",Unlabelled
"4.3626532554626465,6.906596660614014",Unlabelled
"8.87912654876709,8.677812576293945",Unlabelled
"1.2141375541687012,8.83124828338623",Unlabelled
"7.98555850982666,7.833458423614502",Unlabelled
"0.19504493474960327,6.404150485992432",Unlabelled
"3.896803855895996,13.86522388458252",Unlabelled
"3.7269773483276367,13.916333198547363",Unlabelled
"3.4403722286224365,13.82052993774414",Unlabelled
"6.028675556182861,13.585592269897461",Unlabelled
"5.8255109786987305,13.121602058410645",Unlabelled
"0.7720685005187988,7.924638748168945",Unlabelled
"2.2148616313934326,7.090880870819092",Unlabelled
"4.7617506980896,9.161279678344727",Unlabelled
"3.6831698417663574,6.126927375793457",Unlabelled
"5.830651760101318,10.766349792480469",Unlabelled
"7.425083637237549,7.533077239990234",Unlabelled
"4.660788536071777,9.456817626953125",Unlabelled
"8.862311363220215,12.214844703674316",Unlabelled
"7.207655429840088,10.223191261291504",Unlabelled
"5.502615928649902,11.321900367736816",Unlabelled
"7.973228931427002,5.336212635040283",Unlabelled
"6.965845108032227,6.837790489196777",Unlabelled
"3.864717960357666,4.77435302734375",Unlabelled
"1.4710395336151123,6.652400970458984",Unlabelled
"3.936779737472534,8.138331413269043",Unlabelled
"-1.2154849767684937,5.634918689727783",Unlabelled
"10.120818138122559,6.131694316864014",Unlabelled
"0.5827640295028687,8.75511646270752",Unlabelled
"-1.6711541414260864,5.630143642425537",Unlabelled
"0.5042195916175842,10.88215160369873",Unlabelled
"0.7941220998764038,8.47457504272461",Unlabelled
"-0.8348976969718933,4.7242302894592285",Unlabelled
"8.55055046081543,12.595788955688477",Unlabelled
"8.471002578735352,12.911619186401367",Unlabelled
"2.130009412765503,5.926478385925293",Unlabelled
"3.045144557952881,7.930737018585205",Unlabelled
"6.805722236633301,12.740991592407227",Unlabelled
"6.593886375427246,10.886632919311523",Unlabelled
"8.177326202392578,13.012807846069336",Unlabelled
"3.862722158432007,4.783517837524414",Unlabelled
"3.2121129035949707,5.477321624755859",Unlabelled
"0.3023366928100586,5.8454108238220215",Unlabelled
"0.4401722848415375,10.828981399536133",Unlabelled
"7.333003520965576,12.920279502868652",Unlabelled
"8.285660743713379,12.433796882629395",Unlabelled
"4.167543411254883,7.813055992126465",Unlabelled
"1.0028640031814575,4.8349385261535645",Unlabelled
"4.523224830627441,5.682995319366455",Unlabelled
"-1.4763888120651245,5.226124286651611",Unlabelled
"6.935965061187744,8.199792861938477",Unlabelled
"2.3091866970062256,8.253218650817871",Unlabelled
"-1.3580633401870728,6.034719467163086",Unlabelled
"7.050507545471191,8.265514373779297",Unlabelled
"3.230952739715576,13.631003379821777",Unlabelled
"6.70548677444458,10.538811683654785",Unlabelled
"6.548768043518066,6.344769477844238",Unlabelled
"2.7008957862854004,8.896746635437012",Unlabelled
"7.281911849975586,10.042176246643066",Unlabelled
"0.6442917585372925,11.6464204788208",Unlabelled
"9.72507381439209,6.5744171142578125",Unlabelled
"7.737852096557617,9.6289644241333",Unlabelled
"4.29653787612915,5.729599952697754",Unlabelled
"-0.848059892654419,5.2158098220825195",Unlabelled
"6.650272846221924,6.186972618103027",Unlabelled
"-1.6945610046386719,5.8076171875",Unlabelled
"3.5881388187408447,5.2340545654296875",Unlabelled
"6.381345272064209,6.314571380615234",Unlabelled
"4.007846832275391,6.982648849487305",Unlabelled
"3.953796863555908,10.621585845947266",Unlabelled
"-1.1320738792419434,6.109090328216553",Unlabelled
"2.2830026149749756,5.747743606567383",Unlabelled
"2.4418997764587402,13.466717720031738",Unlabelled
"4.6273722648620605,13.174039840698242",Unlabelled
"2.937659740447998,10.216625213623047",Unlabelled
"3.24944806098938,8.564360618591309",Unlabelled
"7.496830463409424,7.567065715789795",Unlabelled
"6.258530139923096,5.21729850769043",Unlabelled
"9.064190864562988,12.22829818725586",Unlabelled
"-1.8697773218154907,11.245338439941406",Unlabelled
"6.492092132568359,11.967009544372559",Unlabelled
"6.55305290222168,7.5517425537109375",Unlabelled
"-1.780332088470459,10.894543647766113",Unlabelled
